               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 472,           0.0098035,           0.0043419,          0.00081423,             0.99274,             0.99724,               0.995,             0.95748,           0.0062585,            0.002132,          0.00049748,           0.0006742,           0.0006742,           0.0006742
                 473,           0.0096107,           0.0042223,          0.00077225,             0.99282,             0.99722,               0.995,             0.95287,           0.0064095,           0.0021549,          0.00049506,           0.0006544,           0.0006544,           0.0006544
                 474,           0.0087365,            0.004213,          0.00082027,             0.99296,             0.99718,               0.995,             0.95325,           0.0062042,           0.0021354,          0.00049055,           0.0006346,           0.0006346,           0.0006346
                 475,           0.0092858,           0.0043315,           0.0013849,             0.99282,             0.99726,               0.995,                0.96,           0.0061724,           0.0021297,          0.00048664,           0.0006148,           0.0006148,           0.0006148
                 476,            0.010125,           0.0045655,           0.0013046,             0.99273,             0.99726,               0.995,             0.96071,           0.0061635,           0.0021192,          0.00048287,            0.000595,            0.000595,            0.000595
                 477,           0.0088076,           0.0041362,          0.00096245,             0.99261,             0.99731,               0.995,             0.96517,           0.0062139,           0.0021351,          0.00048063,           0.0005752,           0.0005752,           0.0005752
                 478,           0.0099012,           0.0044314,          0.00094074,             0.99267,             0.99732,               0.995,             0.96155,           0.0061869,            0.002122,          0.00047986,           0.0005554,           0.0005554,           0.0005554
                 479,            0.010489,            0.004364,          0.00072463,             0.99255,             0.99731,               0.995,             0.95911,           0.0061049,           0.0021015,          0.00047879,           0.0005356,           0.0005356,           0.0005356
                 480,            0.010095,           0.0042039,          0.00078707,             0.99214,             0.99743,               0.995,             0.95594,           0.0061943,           0.0021081,          0.00047932,           0.0005158,           0.0005158,           0.0005158
                 481,           0.0090165,            0.004501,          0.00062863,             0.99165,             0.99751,               0.995,             0.96072,           0.0060779,           0.0020985,          0.00047774,            0.000496,            0.000496,            0.000496
                 482,              0.0107,           0.0045447,          0.00062189,             0.99141,             0.99757,               0.995,             0.95885,           0.0060577,           0.0020923,          0.00047618,           0.0004762,           0.0004762,           0.0004762
                 483,           0.0097766,           0.0042397,          0.00094288,             0.99123,             0.99758,               0.995,             0.96144,           0.0061161,           0.0021042,          0.00047336,           0.0004564,           0.0004564,           0.0004564
                 484,            0.010142,           0.0041647,          0.00080515,             0.99111,             0.99761,               0.995,               0.958,           0.0060901,           0.0020964,          0.00047001,           0.0004366,           0.0004366,           0.0004366
                 485,           0.0088797,           0.0044601,          0.00089254,             0.99122,             0.99756,               0.995,             0.95498,           0.0060075,            0.002077,          0.00046853,           0.0004168,           0.0004168,           0.0004168
                 486,            0.009563,           0.0043499,          0.00070415,             0.99136,             0.99753,               0.995,             0.95895,           0.0059869,           0.0020723,          0.00046719,            0.000397,            0.000397,            0.000397
                 487,           0.0095602,           0.0038205,          0.00072736,             0.99166,              0.9975,               0.995,             0.95844,           0.0060763,           0.0020761,          0.00046497,           0.0003772,           0.0003772,           0.0003772
                 488,           0.0090483,           0.0038514,          0.00069096,              0.9918,             0.99748,               0.995,             0.95443,           0.0060852,           0.0020706,          0.00046401,           0.0003574,           0.0003574,           0.0003574
                 489,            0.010344,           0.0047627,          0.00078137,             0.99194,             0.99745,               0.995,             0.95461,           0.0060229,           0.0020582,          0.00046418,           0.0003376,           0.0003376,           0.0003376
                 490,           0.0090007,           0.0039668,           0.0013012,             0.99193,             0.99747,               0.995,               0.956,           0.0060945,           0.0020597,          0.00046279,           0.0003178,           0.0003178,           0.0003178
                 491,           0.0088701,           0.0040039,          0.00077075,             0.99212,             0.99743,               0.995,             0.96617,            0.006151,           0.0020623,          0.00045953,            0.000298,            0.000298,            0.000298
                 492,           0.0097506,           0.0041548,          0.00068939,             0.99212,             0.99743,               0.995,             0.96121,           0.0060902,           0.0020535,          0.00045717,           0.0002782,           0.0002782,           0.0002782
                 493,           0.0089246,           0.0042899,          0.00093339,             0.99214,             0.99743,               0.995,             0.96345,           0.0059599,           0.0020412,           0.0004551,           0.0002584,           0.0002584,           0.0002584
                 494,           0.0095182,           0.0044376,          0.00081718,             0.99201,             0.99746,               0.995,             0.96244,           0.0059229,           0.0020394,          0.00045273,           0.0002386,           0.0002386,           0.0002386
                 495,           0.0098381,           0.0042953,          0.00092825,             0.99219,              0.9974,               0.995,             0.96402,            0.005902,           0.0020389,          0.00045081,           0.0002188,           0.0002188,           0.0002188
                 496,           0.0091532,           0.0040359,          0.00075957,             0.99228,             0.99742,               0.995,             0.96267,           0.0058436,            0.002034,          0.00044968,            0.000199,            0.000199,            0.000199
                 497,           0.0097408,           0.0044447,          0.00093782,             0.99226,              0.9974,               0.995,             0.96078,           0.0058255,           0.0020328,          0.00044853,           0.0001792,           0.0001792,           0.0001792
                 498,           0.0096074,            0.004477,           0.0008246,             0.99235,             0.99736,               0.995,             0.96657,           0.0058417,           0.0020357,          0.00044783,           0.0001594,           0.0001594,           0.0001594
                 499,           0.0094283,            0.004441,          0.00071566,             0.99246,             0.99736,               0.995,             0.96638,           0.0058639,            0.002039,          0.00044708,           0.0001396,           0.0001396,           0.0001396
